ZoneName,adminPrice,amenitiesCommonZones,amenitiesExteriors,amenitiesInteriors,ammenitiesSector,areaBuilt,bathrooms,builtTime,businessType,cityID,cityName,comment,commonNeighborhood,companyAddress,companyId,companyName,contactPhone,floor,garages,latitude,longitude,neighborhood,numPictures,propAddress,propID,propType,propertyState,publicationStatus,rentPrice,rentTotalPrice,rooms,salePrice,sectorName,stratum,zoneID
,0,,Vista panoramica,"Balcon, Bano Auxiliar, Bano Independiente, Calentador, Closet, Cocina Integral, Estudio, Instalacion de gas, Patio, Zona de lavanderia","Cerca de Zona Urbana, Colegios / Universidades, Parques cercanos, Sobre via principal, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Comercial, Zona Residencial",118.0,2,,Venta,5500006,Medellin,"Se vende casa: area 118.47 metros,  1 balcon amplio,  5 alcobas,  piso en baldosa,  2 banos,  1 patio cubierto,  Casa muy buena,  independiente en segundo piso,  se encuentra ubicada en Cristo Rey,  sector tranquilo para vivir,  cerca a todo,  tiendas,  supermercados,  ferreterias,  depositos,  iglesia,  parques,  Avenida Guayabal,  buen transporte publico. .",,,96715,Martinez Asociados Inmobiliaria,,2,,0,0,,23,Calle 2AS#55-73 ,5859732,Casa,Used,,,,5,325000000,,3,0
,662600,,"Acceso Pavimentado, En conjunto cerrado, Vigilancia","Balcon, Bano Auxiliar, Bano Independiente, Barra estilo americano, Cocina Integral, Cuarto de Servicio, Estudio",,950.0,7,16 a 30 anos,Venta,5500006,Medellin,"Casa en venta en las Palmas parte baja  en exclusiva unidad cerca a Chuscalito. Unidad con alta seguridad. con lostes grandes que permiten independencia entre las casas,  rodeada por una reserva natural y con gran vista a la ciudad.  La casa cuenta con un lote de 3720 m2 y un  area construida de 950M2,  incluye dentro de las comodidades un apartamento auxiliar en el segundo piso con 2 ingresos,  En el primer piso tiene un ingreso diferente a el de la casa y en el segundo piso tiene un ingreso por una sala auxiliar con una puerta doble . Este apartamento tiene habitacion principal con bano y vestier,  otra habitacion con bano y terraza y una habitacion extra.   La distribucion total de la casa es asi: 6 habitaciones (Incluidas las 3 del apartamento auxiliar),  7 Banos (Incluidos los 3 del apartamento auxiliar) ,  2 cocinas (Incluida la del apartamento auxiliar)  la habitacion principal de la casa cuenta con  balcon con vista a Medellin,  bano con lavamanos doble,  vestier,  sala,  comedor, ,  cocina abierta,",,,2524744,RICARDO ANGEL B.,,,4,6.2157940864563,-75.552116394043,,20,Mirador del Poblado Casa 33 a,5670566,Casa,Used,,,,6,4000000000,,6,0
SurOccidente,280000,,"Cancha de Futbol, Canchas Deportivas, En conjunto cerrado, Gimnasio, Jardin, Parqueadero Visitantes, Piscina, Zona Infantil, Zonas Verdes","Balcon, Bano Auxiliar, Bano Independiente, Calentador, Cocina Integral, Estudio, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Cerca de Zona Urbana, Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Zona Campestre, Zona Comercial, Zona Residencial",189.0,3,16 a 30 anos,Venta,5500006,Medellin,"Casa de 3 niveles rea 189m2,  3 alcobas cada una con bano - closet - vestier,  sala,  comedor,  cocina integral,  patio,  2 balcones,  terraza,  2 estudios,  zona de ropas,  alcoba del servicio. Garaje cubierto  PH,  unidad cerrada,  vigilancia 24HRS,  zonas verdes,  parqueadero de visitantes.  Cerca al parque de beln,  consumo,  mall centro comercial,  exito express,  unidad hospitalaria beln,  centro comercial los molinos,  5 minutos de la 80. .",,,786842,Viva Inmobiliaria Asociados,,3,1,6.22865915298462,-75.604866027832,,16,CRR 82A# 21 - 159,5855624,Casa,Used,,,,3,530000000,,5,5500105
NorOccidente,0,,,"Cocina Integral, Patio",,54.0,2,,Venta,5500006,Medellin,Casa ubicada en la urbanizacion Balcon del Valle 1 consta de 4 habitaciones 2 banos sala comedor patio cocina semi integral cuenta con areas verdes acceso a piscina parqueadero,Robledo,,2642033,J Pablo Velasquez,,,,6.23795890808105,-75.5696182250977,Robledo,20,calle 64 numero 92 39,5787259,Casa,Used,,,,4,205000000,,3,5500104
Occidente,0,,"Garaje(s), Terraza","Bano Auxiliar, Bano de Servicio, Calentador, Cocina Integral, Cuarto de Servicio, Cuarto de Servicio, Hall de Alcobas, Instalacion de gas, Patio, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Trans. Publico cercano",282.0,2,1 a 8 anos,Venta,5500006,Medellin,"Casa unifamiliar de 2 niveles ubicada en Simon Bolivar,  sobre via principal,  alta mixtura,  cerca de colegios,  universidades,  buenas rutas de transporte. Area de lote de 207 m2 y construidos 282 m2; Tiene sala y comedor independientes,  salon amplio para biblioteca,  cocina integral,  zona de ropas,  bano social,  patio,  terraza en segundo nivel,  4 alcobas mas alcoba de servicio con bano; 2 banos familiares,  hall de alcobas en segundo nivel. Garaje doble lineal cubierto..",Simon Bolivar,,2585895,InmobiliArea,,1,2,6.24725961685181,-75.6060256958008,Simon Bolivar,15,CL 35 83A-23,5845473,Casa,Used,,,,4,700000000,,5,5500106
,0,,,"Closet, Cocina Integral, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia",,85.0,1,9 a 15 anos,Venta,5500006,Medellin,"Disponible Para Venta Sector Calasanz,  Consta De 3 Alcobas,  1 Banos,  2 Closets,  Gas Natural,  Cocina Semi-integral,  Sala Comedor,  Zona De Ropas,  Pisos Ceramica,  Patio. Muy Buena Ubicacion,  Cerca A Tiendas D1 De Calasanz.  649-15247.",,,224776,Maxibienes S.A.S,,,,6.26518058776855,-75.5994338989258,,11,CALLE 51   81B- 96,5804029,Casa,Used,,,,3,350000000,,4,0
SurOccidente,0,,"Garaje(s), Terraza","Balcon, Cuarto de Servicio, Patio, Zona de lavanderia",,88.0,2,,Venta,5500006,Medellin,"Casa tercer piso,  barrio Santa Fe cerca al Zoologico de Medellin,  sector con muy buen servicio de transporte vias de acceso,  la casa cuenta con amplios espacios,  buena iluminacion  COD:   26501.",Santa Fe,,424324,Bancasa,,3,,0,0,Santa Fe,15,,5786340,Casa,Used,,,,3,280000000,,3,5500105
SurOccidente,299000,,"Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Gimnasio, Parqueadero Visitantes, Piscina, Salon Comunal, Vigilancia, Vista panoramica, Zonas Verdes","Balcon, Bano Auxiliar, Cocina Integral, Cuarto de Servicio, Estudio, Hall de Alcobas, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Campestre, Zona Comercial, Zona Residencial",148.0,3,,Venta,5500006,Medellin,"Iluminada,  2 niveles + manzarda,  148 m2,  3 alcobas + alcoba de servicio,  3 banos,  sala-comedor,  biblioteca,  cocina integral abierta con red de gas,  zona de ropas,  patio,  piso en ceramica,  parqueadero (2) y cuarto util. Unidad cerrada,  porteria 24h,  parqueadero de visitantes,  zonas verdes,  juegos infantiles,  gimnasio,  cancha micro y salon social. Reformada,  espacios amplios,  buenos acabados. Cerca del C.C Arkadia. Buenas vias de acceso y buen transporte publico. Valor: $535.000.000 negociables..",Belen,,167485,Angeles Inmobiliaria,,,2,6.23092031478882,-75.60009765625,Belen,18,"Belén, Rodeo bajo",5861817,Casa,Used,,,,4,535000000,,4,5500105
Occidente,0,,"Garaje(s), Jardin, Terraza","Balcon, Cocina Integral, Despensa, Patio","Colegios / Universidades, Parques cercanos, Trans. Publico cercano, Zona Residencial",240.0,3,16 a 30 anos,Venta,5500006,Medellin,"Casa unifamiliar de dos niveles,  construccion tradicional,  pisos de ceramica gris clara de 42 x 42 cm. Termina en techo de madera. Consta de Antejardin,  garaje independiente y automatico,  cuarto util,  cinco alcobas espaciosas una con bano,  sala comedor,  sala de television o estudio,  dos patios,  uno de ropas y otro libre,  terraza cubierta,  balcon,  4 closets,  dos banos completos y uno social,  cocina semi integral con red de gas natural y calentador de paso,  dos alacenas. Casa independiente no paga.",Suramericana,,237644,Bien Raiz S.A,,1,1,6.29203605651855,-75.5434036254883,Suramericana,11,CL 48 D C 68 28,5814041,Casa,Used,,,,5,900000000,,5,5500106
SurOriente,680000,,"Cancha de Baloncesto, Cancha de Futbol, En conjunto cerrado, Garaje / Parqueadero(s), Garaje(s), Parqueadero Visitantes, Porteria / Recepcion, Vigilancia, Zona Infantil","Bano Auxiliar, Bano Independiente, Closet, Cocina Equipada, Cocina Integral, Cuarto de Servicio, Estudio, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Supermercados / C.Comerciales, Trans. Publico cercano",250.0,4,16 a 30 anos,Venta,5500006,Medellin,"Amplia casa en venta en Medellin,  sector La Visitacion estrato 6. Cuenta con 5 alcobas,  dos de ellas con bano,  1 bano completo,  1 bano social,  sala/comedor,  cocina cerrada,  alcoba y bano de servicio,  biblioteca,  estar,  zona de ropas,  pisos en marmol,  1 patio y 2 garages sencillos. La unidad cuenta con 19 casas en total,  porteria 24 horas,  canchas deportivas,  juegos infantiles y parqueadero de visitantes. PREDIAL: $1.334.000 TRIMESTRAL .",,,229000,Romero y Cia Propiedad Raiz,,,2,6.19656038284302,-75.5662536621094,,15,La Visitación,5827106,Casa,Used,,,,5,800000000,,6,5500102
NorOriente,0,,,,,75.0,2,1 a 8 anos,Venta,5500006,Medellin,Hermosa casa a la venta totalmente terminado es un 3 piso unifamiliar balcon cocina ceramica 2 banos closet cerca a colegios e Iglesias y buen transporte publico,,,2660496,Luz  villegas,,,,4.63840341567993,-74.0887680053711,,19,bello,5795324,Casa,Used,,,,3,145000000,,3,5500103
,244000,,"Bahias de parqueo, Garaje Cubierto, Salon Comunal, Vigilancia 24x7, Zona Infantil, Zonas Verdes","Bano Auxiliar, Closet, Comedor, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia",,130.0,5,16 a 30 anos,Venta,5500006,Medellin,"Casa de 130M2 aprox. por confirmar sobre escrituras cuenta con 3 alcobas   alcoba de servicio,  3 closet,  5 banos,  cocina integral,  patio,  zona de ropas,  piso en porcelanato,  con buena iluminacion y amplios espacios,  Ubicado en el sector de Calasanz,  cerca de el asilo Santa Ana y Mercado Madrid. 679-32286.",,,172611,Portada Inmobiliaria,,,1,6.24470472335815,-75.6013336181641,,8,CALLE 51   83- 96,5841952,Casa,Used,,,,4,430000000,,5,0
NorOccidente,0,,Terraza,"Balcon, Cocina Integral, Instalacion de gas, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",90.0,2,9 a 15 anos,Venta,5500006,Medellin,Gaviria Inmobiliaria vende hermosa casa  que ofrece las siguientes comodidades:  Ubicada en unidad abierta Tiene: 4 habitaciones 3 closet Un estudio 2 banos Cocina integral Sala comedor Terraza Parqueadero comun Calentador a gas Todos los servicios  Sector tranquilo para vivir Buenas rutas de transporte Cerca a colegios y tiendas    Programar tu cita con nosotros!.,Robledo,,727294,GAVIRIA INMOBILIARIA,,1,,0,0,Robledo,15,calle 66a  91b-30,5429064,Casa,Used,,,,4,170000000,,3,5500104
,0,,,"Balcon, Cocina Integral, Patio, Zona de lavanderia",,130.0,2,9 a 15 anos,Venta,5500006,Medellin,"Disponible para venta sector Manrique. Se encuentra distribuido en: 3 alcobas,  2 banos,  cocina semi-integral,  sala comedor,  balcon,  patio,  zona de ropas,  pisos en ceramica. Cuenta con muy espacios,  excelente ubicacion,  con facil acceso a transporte publico,  cerca A La Estacion Esmeralda Del Metroplus. 649-15591.",,,224776,Maxibienes S.A.S,,,,6.27832174301147,-75.5532989501953,,7,CARRERA 45   85- 101,5847130,Casa,Used,,,,3,180000000,,2,0
Occidente,175000,,"Canchas Deportivas, En conjunto cerrado, Jardin, Parqueadero Visitantes, Piscina, Salon Comunal, Vivienda Bifamiliar, Zonas Verdes","Bano Auxiliar, Cocina Integral, Instalacion de gas, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Trans. Publico cercano",100.0,2,16 a 30 anos,Venta,5500006,Medellin,"Casa Unifamiliar en unidad cerrada Villas de Citara de 3 niveles esquinera en exclusivo sector de Santa Monica, con reformas recientes, la casa esta distribuida:En el primer piso sala, comedor, cocina y un bano. En el segundo piso se encuentran 3 habitaciones, un bano, sala de television, estudio, en el tercer piso se encuentra zona de lavado mas una habitacionZona verde, parqueadero, parque infantil, salon comunal,piscina, excelente transporte publico cercano a estacion san Javier y santa lucia",Santa Monica,,261446,Maria Isabel Orjuela ,,3,1,6.24525451660156,-75.6195220947266,Santa Monica,11,Carrera 95 calle 34 bb 06,5794849,Casa,Used,,,,4,250000000,,3,5500106
Occidente,0,,"Garaje / Parqueadero(s), Garaje(s)","Bano Auxiliar, Closet, Cocina Integral, Estudio, Instalacion de gas, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Trans. Publico cercano, Zona Residencial",120.0,2,,Venta,5500006,Medellin,"Casa en venta,  con apartaestudio,  con servicios y entrada independientes.  Area 120 m2 Garaje  4 habitaciones de la casa 2 banos en la casa 1 bano apartaestudio Todo nuevo: Pisos,  ventanas,  banos,  cocina,  patio,  puertas nuevas y rejas..",,,596306,Conectar Inmobiliaria,,1,1,6.2577543258667,-75.5974655151367,,10,Velodromo,5843232,Casa,Used,,,,4,450000000,,5,5500106
,0,,"Alcantarillado, En zona residencial","Balcon, Bano Auxiliar, Calentador, Closet, Cocina Integral, Comedor, Estudio, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Servicios Publicos, Ventilacion Natural, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Restaurantes, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",145.0,2,16 a 30 anos,Venta,5500006,Medellin,"Casa segundo piso aprox 145 mtrs pendientes por confirmar por escrituras,  buenos espacios e iluminacion,  cerca a la casa de la cultura de envigado,  el colegio San Marcos,  excelentes rutas de transporte publico. 679-32328.",,,172611,Portada Inmobiliaria,,,,6.24470472335815,-75.6013336181641,,17,CALLE 34 SUR   45- 31,5845519,Casa,Used,,,,4,480000000,,4,0
,0,,,"Closet, Cocina Integral, Instalacion de gas, Patio, Zona de lavanderia",,110.0,2,16 a 30 anos,Venta,5500006,Medellin,"Disponible para venta sector Manrique,  se encuentra distribuida en 5 alcobas,  2 banos,  2 closet,  cocina integral con red de gas,   sala comedor,  patio,  zona de ropas,  pisos en baldosa. Cuenta con muy espacios,  excelente ubicacion,  con facil acceso a transporte publico, a 3 cuadras de Palos Verdes. 649-15607.",,,224776,Maxibienes S.A.S,,,,6.2637677192688,-75.5546112060547,,13,CALLE 68   44- 48,5847621,Casa,Used,,,,5,410000000,,3,0
SurOriente,0,,"Acceso Pavimentado, Circuito cerrado de TV, Cochera, En conjunto cerrado, Garaje / Parqueadero(s), Garaje(s), Jardin, Parqueadero Visitantes, Porteria / Recepcion, Vigilancia, Zona Infantil, Zonas Verdes","Aire Acondicionado, Balcon, Bano Auxiliar, Bano Independiente, Barra estilo americano, Calentador, Citofono, Closet, Cocina Equipada, Cocina Integral, Cuarto de Servicio, Estudio, Hall de Alcobas, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Cerca de Zona Urbana, Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",240.0,5,,Venta,5500006,Medellin,"71gp9254 Venta hermosa casa unifamiliar  amplia con excelentes terminados en Medellin - El Poblado,  area 260 mt2,  piso en marmol,  parqueadero doble paralelo,  estrato6. Primer nivel: Alcoba de servicio con bano,  1 bano social,  sala y comedor independiente,  cocina integral con red de gas,  calentador de acumulacion,  jardin,  zona de ropas independiente. Segundo nivel: 4 alcobas cada una con closet,  una de ellas con bano privado,  la principal con bano,  vestier y aire acondicionado,  1 bano social,  estudio. Unidad de casas con porteria las 24 horas,  juegos infantiles,  zonas verdes y parqueadero de visitantes. .",,,213935,Arrendamientos Giraldo Posada,,1,2,6.19933366775513,-75.5632934570313,,17,El Poblado,5809375,Casa,Used,,,,4,940000000,,6,5500102
,0,,Ascensor,"Patio, Zona de lavanderia",,92.0,2,,Venta,5500006,Medellin,"CODIGO 1642 Iluminada casa,  con excelente distribucion de sus espacios,  cerca al parque de Belen y a la Carrera 76..",,,322109,Inmobiliaria Antioquia,,2,,6.25128984451294,-75.5759735107422,,4,CR 74 25-62 PISO 2,5468424,Casa,Used,,,,4,230000000,,3,0
,307000,,"Bahia exterior de parqueo, Bahias de parqueo, En conjunto cerrado, Garaje Cubierto, Jardin, Piscina, Porteria / Vigilancia, Salon Comunal, Terraza, Vigilancia 24x7, Zona Infantil, Zonas Verdes","Bano Auxiliar, Calentador, Closet, Cocina Equipada, Cocina Integral, Comedor, Cuarto de Servicio, Estudio, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Servicios Publicos, Todos los Servicios, Ventilacion Natural, Zona de lavanderia","Cerca a sector comercial, Cerca centro comercial, Colegios / Universidades, Comodas vias de acceso, Parques cercanos, Restaurantes, Sobre via secundaria, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",130.0,4,16 a 30 anos,Venta,5500006,Medellin,"EN VENTA CASA EN UNIDAD CERRADA EN LOMA DE LOS BERNAL,  CUENTA CON 130 MTS2 APROXIMADAMENTE DISTRIBUIDOS EN 3 NIVELES,  3 ALCOBAS  SERVICIO,  4 BANOS  SERVICIO,  PARQUEADERO CUBIERTO,  UBICADO CERCA DE LA AVENIDA 80,  LA MOTA,  SUPERMERCADOS,  CENTRO COMERCIAL,  RUTAS DE TRANSPORTE,  COLEGIOS Y HOSPITALES. IDEAL PARA VIVIR EN UN AMBIENTE SANO Y TRANQUILO JUNTO A TU FAMILIA. 950-1809.",,,325371,Cuadra por Cuadra Inmobiliaria,,,1,6.22050046920776,-75.6020355224609,,22,CALLE 15   80- 105,5877229,Casa,Used,,,,3,430000000,,5,0
SurOriente,812000,,"Circuito cerrado de TV, En conjunto cerrado, Jardin, Parqueadero Visitantes, Terraza, Vigilancia, Zonas Verdes","Alarma, Bano Auxiliar, Calentador, Citofono, Cocina Integral, Cuarto de Servicio, Deposito / Bodega, Despensa, Estudio, Hall de Alcobas, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Campestre, Zona Residencial",437.0,5,16 a 30 anos,Venta,5500006,Medellin,"VENDO LINDA CASA,  POR SAN LUCAS,  EXCELENTE UNIDAD,  LOTE 1.300M2,  mas retiro de quebrada 860 mt. con paisajismo y sendero para caminar. mas area construida en jardin de  37 mts. con visual al bosque,  ideal para hobbies,  giymnasio,  apartaestudio etc.. Unidad con circuito cerrado de camaras y vigilancia en patrulla automotor. Se recibe propiedad de menor valor..",San Lucas,,1198978,Mia Inmobiliaria,,2,4,6.17965793609619,-75.5660095214844,San Lucas,29,Cra. 26 No. 20A sur- 10,5295378,Casa,Used,,,,4,2300000000,,6,5500102
,0,,"Garaje Cubierto, Garaje(s), Zonas Verdes","Balcon, Cocineta, Comedor, Instalacion de gas",,1047.0,6,16 a 30 anos,Venta,5500006,Medellin,"CODIGO DEL INMUEBLE 447-4165,  UBICACION A UNA CUADRA DE LA GLORIETA DE LA AGUACATALA. PREDIAL 3600000 TRIMESTRAL,  AVALUO 809.000.000.LAS IMAGENES QUE AQUI APARECEN SON SOLO REFERENCIA DEL INMUEBLE QUE SE ESTA PROMOCIONANDO POR LO TANTO SE VENDE DESOCUPADO. CONTACTO INMOBILIARIA GOMEZ Y ASOCIADOS CELULAR .",,,92629,Inmobiliaria Gomez y Asociados,,,4,6.19383144378662,-75.577018737793,,11,CL 12 SUR 43 A 54 ,5827610,Casa,Used,,,,4,6500000000,,6,0
SurOccidente,0,,,"Closet, Cocina Integral, Cuarto de Servicio, Piso en Baldosa /  Marmol","Colegios / Universidades, Comodas vias de acceso, Sobre via secundaria, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",144.0,5,16 a 30 anos,Venta,5500006,Medellin,"Mattis Inmobiliaria te invita a conocer enigmatica y elegante construccion tradicional de 144 metros con 5 habitaciones de amplio espacio y comodidad interior,   banos,  cocina integral,  sala comedor con espacios para compartir en familia,  zona de ropas; cuenta con el beneficio de la luz natural,  iluminacion que armoniza con tu estilo de vida,  garaje cubierto,  y patio. Contactanos para brindarte toda la informacion de esta propiedad..",,,178251,Mattis Inmobiliaria,,,1,6.23999977111816,-75.6009979248047,,14,Carrera 80A # 33AA - 15,5824048,Casa,Used,,,,5,800000000,,5,5500105
,0,,"Garaje / Parqueadero(s), Garaje(s), Terraza","Bano de Servicio, Closet, Comedor, Instalacion de gas, Patio","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",206.0,4,,Venta,5500006,Medellin,"CODIGO ADBIENES - 1381 TE PRESENTAMOS ESTA GRANDIOSA CASA PARA LA VENTA UBICADA EN SAN JAVIER,  ESTA CUENTA CON DOS NIVELES  DE MUY BUENA DISTRIBUCION EN SU ZONAS INTERNAS,  EN ELLA NOS ENCONTRAREMOS SALA Y COMEDOR  INDIVIDUALES,  COCINA SENCILLA,  6 HABITACIONES CON CLOSET CADA UNA ,  4 BANOS,  Y UN AMPLIO BALCON QUE NOS PROPORCIONA GRAN CANTIDAD DE AIRE FRESCO Y LUZ NATURAL,  ADEMAS DE UNA EXTENSA TERRAZA QUE NOS PERMITE APRECIAR UNA AGRADABLE VISTA. (INCLUYE GARAJE). TE INVITAMOS A QUE CONOZCAS ESTA PROPIEDAD Y NOS PERMITAS HACER TUS SUENOS REALIDAD..",,,212448,ADBIENES LTDA,,,1,0,0,,20,CL 44 101 10,4252930,Casa,Used,,,,6,568000000,,4,0
,0,,"Garaje / Parqueadero(s), Garaje Cubierto, Garaje(s)","Bano de Servicio, Calentador, Closet, Comedor, Cuarto de Servicio, Instalacion de gas, Patio, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",170.0,2,,Venta,5500006,Medellin,"CODIGO ADBIENES - 1407 TE PRESENTAMOS ESTA AGRADABLE CASA PARA LA VENTA UBICADA EN EL SECTOR DE SAN JOAQUIN CONTIENE ESPACIOS INDIVIDUALES PARA SALA Y  COMEDOR,  3 HABITACIONES,  BANO SOCIAL,  ALCOBA Y BANO-SERVICIO,  COCINA INTEGRAL MIXTA,  PATIO EL CUAL NOS BRINDA MUCHA LUZ NATURAL POR TODA LA PROPIEDAD,  ADEMAS DE INCLUIR GARAJE.  TE INVITAMOS A QUE CONOZCAS ESTA PROPIEDAD Y NOS PERMITAS HACER TUS SUENOS REALIDAD..",,,212448,ADBIENES LTDA,,,1,0,0,,13,CL 42 66 12 PISO 1,4363789,Casa,Used,,,,3,430000000,,4,0
,0,,"Garaje / Parqueadero(s), Garaje Cubierto, Garaje(s), Terraza","Bano de Servicio, Closet, Comedor, Instalacion de gas, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",250.0,3,,Venta,5500006,Medellin,"CODIGO ADBIENES 1582. TE PRESENTAMOS ESTA CASA PARA LA VENTA UBICADA EN EL SECTOR DE EL VELODROMO. CUENTA CON UN LOTE DE 209MTS DE AREA Y 250MTS CONSTRUIDOS. TIENE 11MTS DE FRENTE Y 19MTS DE FONDO. 4 ALCOBAS,  3 BANOS,  SALA,  COMEDOR,  SALA DE ESTUDIO,  BALCON,  TERRAZA Y GARAJE. TE INVITAMOS A QUE CONOZCAS ESTA PROPIEDAD Y NOS PERMITAS HACER TUS SUENOS REALIDAD..",,,212448,ADBIENES LTDA,,,1,0,0,,20,CL 45 D 76 53,5145383,Casa,Used,,,,4,980000000,,5,0
,0,,"Garaje / Parqueadero(s), Garaje Cubierto, Garaje(s), Jardin, Terraza","Bano de Servicio, Calentador, Closet, Comedor, Cuarto de Servicio, Instalacion de gas, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",350.0,3,Mas de 30 anos,Venta,5500006,Medellin,"CODIGO ADBIENES 1612. TE PRESENTAMOS ESTA HERMOSA Y ACOGEDORA CASA PARA LA VENTA UBICADA EN UN SECTOR MUY TRANQUILO DEL BARRIO LA CASTELLANA. LA CASA ESTA EN UN LOTE DE 350MTS Y 700MTS CONSTRUIDOS. TIENE 4 ALCOBAS,   3 BANOS FAMILIARES,  ALCOBA Y BANO DE SERVICIO,  SALA,  COMEDOR,  SALA AUXILIAR,  ZONA DE ROPAS,  CUARTO UTIL,  PATIO,  TERRAZA Y GARAJE  DOBLE CON PUERTA ELECTRICA. TE INVITAMOS A QUE CONOZCAS ESTA PROPIEDAD Y NOS PERMITAS HACER TUS SUENOS REALIDAD..",,,212448,ADBIENES LTDA,,,1,0,0,,19,CL 34 B 83 8 05,5315899,Casa,Used,,,,4,1200000000,,5,0
,0,,"Acceso Pavimentado, Garaje / Parqueadero(s), Garaje(s), Jardin, Terraza, Zonas Verdes","Balcon, Bano Auxiliar, Closet, Comedor auxiliar, Cuarto de Servicio, Estudio, Hall de Alcobas, Instalacion de gas, Patio","Cerca de Zona Urbana, Parques cercanos, Trans. Publico cercano, Zona Residencial",250.0,3,16 a 30 anos,Venta,5500006,Medellin,"Se Vende Casa en el Velodromo,  Medellin en El Velodromo / Occidente - Medellin - Antioquia.",,,300091,Petra Inmobiliaria,,1,1,6.25205087661743,-75.5965805053711,,8,El Velódromo / Occidente,5843063,Casa,Used,,,,5,950000000,,4,0
Occidente,0,,"Garaje(s), Vivienda Bifamiliar","Balcon, Bano Auxiliar, Bano de Servicio, Calentador, Cocina Integral, Cuarto de Servicio, Cuarto de Servicio, Estudio, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Trans. Publico cercano",341.0,5,Mas de 30 anos,Venta,5500006,Medellin,"Gran oportunidad,  NEGOCIABLE. EL ULTIMO AVALUO FUE POR grandes espacios,  primero y segundo piso,  3 patios,  y una casa en el sector mas exclusivo de la ciudad..",La Castellana,,29233,Staff Inmobiliaria S A S,,1,1,6.26009654998779,-75.5932693481445,La Castellana,25,Calle 3482-49,5871863,Casa,Used,,,,5,859000000,,5,5500106
,0,,"Garaje Cubierto, Piscina, Salon Comunal, Terraza","Balcon, Barra estilo americano, Calentador, Closet, Cocina Integral, Instalacion de gas, Patio, Shut de basura, Zona de lavanderia",,987.0,11,16 a 30 anos,Venta,5500006,Medellin,"Disponible Para Venta Sector Los Colores,  Consta De 11 Alcobas,  11 Banos,  11 Closets,  Barra Americana,  Calentador A Gas,  Gas Natural,  Cocina Integral,  Sala Comedor,  Patio,  Zona De Ropas,  Pisos Porcelanato,  Balcon,  Terraza,  Shut De Basura,  Parqueaderos Cubierto,  Piscina,  Salon Comunal. Muy Buena Ubicacion,  Cerca A La Iglesia De Colores. Venta 649-15279.",,,224776,Maxibienes S.A.S,,,1,6.26739978790283,-75.5925598144531,,11,CALLE 54   77D- 32,5809780,Casa,Used,,,,11,2700000000,,5,0
,0,,,"Balcon, Closet, Cocina Integral, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia",,80.0,2,16 a 30 anos,Venta,5500006,Medellin,"Disponible para venta sector Campo Valdes,  se encuentra distribuido en 3 alcobas,  2 banos,  cocina integral con red de gas,  sala comedor,  patio,  zona de ropas,  balcon,  pisos en ceramica,  mezanine. Cuenta con muy buenos espacios,  excelente ubicacion,  con facil acceso a transporte publico,  a 3 cuadras de la parque de la Madre Laura. 649-15610.",,,224776,Maxibienes S.A.S,,,,6.2810640335083,-75.5554580688477,,10,CALLE 89   47- 42,5855269,Casa,Used,,,,3,190000000,,3,0
